Gen	t_n54	t_n55	t_n56	t_n57	t_n58	t_n59	t_n60	t_n61	t_n62	t_n63	t_n64	t_n65	t_n66	t_n67	t_n68	t_n69	t_n70	t_n71	t_n72	t_n73	t_n74	t_n75	t_n76	t_n77	t_n78	t_n79	t_n80	t_n81	t_n82	t_n83	t_n84	t_n85	t_n86	t_n87	t_n88	t_n89	t_n90	t_n91	t_n92	t_n93	t_n94	t_n95	t_n96	t_n97	t_n98	t_n99	t_n100	t_n101	t_n102	t_n103	t_n104	t_n105	mu1	mu2	mu3	mu4	mu5	sigma2_1	sigma2_2	sigma2_3	sigma2_4	sigma2_5	lnL
1	1.0343214	1.0326106	1.0016793	0.5813750	0.0236427	0.0184498	0.9955141	0.8857554	0.8273780	0.4398831	0.9517993	0.3690442	0.1817277	0.1316811	0.0014010	0.3318029	0.0812872	0.2820852	0.2173896	0.1846031	0.1591283	0.0764405	0.0079792	0.8062982	0.7752149	0.5855489	0.5077106	0.4737838	0.3516773	0.1449579	0.1126792	0.3992919	0.0768377	0.3886604	0.2554692	0.1840578	0.1483572	0.4627406	0.3635069	0.2929380	0.1651013	0.0414981	0.0192987	0.1076940	0.0601951	0.5182232	0.3159666	0.3173277	0.1206946	0.0693256	0.0137526	0.2636760	0.1365893	0.1677152	0.5131770	0.5117920	0.0390817	0.2708539	0.2179800	0.2714909	0.0668714	0.1459892	-621.458
6	1.0723939	1.0663117	0.9860234	0.5777581	0.0535609	0.0417416	0.9287233	0.8908661	0.6288862	0.4100716	0.9061228	0.3941744	0.1887065	0.1313086	0.0035436	0.3203833	0.0689207	0.2812872	0.2167746	0.1390682	0.0981452	0.0737505	0.0118989	0.7350102	0.7220271	0.5593364	0.5214579	0.3742655	0.3405969	0.1801192	0.1612413	0.4711366	0.1474557	0.4832476	0.2962664	0.1266515	0.1479375	0.5606163	0.4087234	0.2457720	0.1305037	0.0484777	0.0199554	0.1311701	0.0721579	0.5935649	0.4480506	0.2899813	0.1463382	0.0362870	0.0137137	0.2536009	0.1188620	0.1546384	0.5146328	0.5667060	0.0384133	0.2010837	0.2188600	0.3943453	0.0533593	0.1124609	-612.844
12	1.0276812	0.9814563	0.9468841	0.5777581	0.0535609	0.0286010	0.9378162	0.8556924	0.7682151	0.4956765	0.9090991	0.3623712	0.2280637	0.1427245	0.0030896	0.3268516	0.1127965	0.2892979	0.2010569	0.1576050	0.1401938	0.0387128	0.0190047	0.7828237	0.7278962	0.5176080	0.4555194	0.4213512	0.3675226	0.1766611	0.1612413	0.3802065	0.0509443	0.3768798	0.2628334	0.2057590	0.1479375	0.5270692	0.3523920	0.3071528	0.1210464	0.0279079	0.0134501	0.1302842	0.0276863	0.6804586	0.3264622	0.2603343	0.1200588	0.0719890	0.0106309	0.1646253	0.1119177	0.1495111	0.6316679	0.6119128	0.0370486	0.2308260	0.2540546	0.4225652	0.0600886	0.1553476	-725.036
18	0.9850697	0.9792500	0.9629150	0.5772165	0.0395524	0.0284143	0.9401349	0.8334459	0.7642678	0.4718306	0.9234001	0.4128507	0.2300834	0.1404259	0.0060261	0.3403554	0.1120602	0.2695341	0.1675765	0.1309081	0.0962351	0.0578519	0.0049051	0.7469752	0.6979463	0.5184134	0.4979730	0.4553914	0.3320566	0.2724872	0.2150551	0.2688039	0.1092691	0.4909105	0.2619681	0.1285210	0.1819301	0.5468110	0.3822423	0.2297618	0.1430235	0.0521966	0.0351839	0.1294338	0.0971674	0.7263003	0.4730227	0.3202081	0.0725626	0.0566915	0.0044075	0.3051891	0.1139037	0.1722670	0.4466885	0.6159332	0.0372920	0.2556480	0.3204356	0.3425620	0.0438707	0.1940566	-615.594
24	0.9789475	0.9655994	0.9545114	0.5811273	0.0351750	0.0284042	0.9245247	0.8684401	0.7615940	0.4418513	0.8998747	0.5377685	0.2869760	0.1818364	0.0023098	0.4016648	0.0934414	0.3701161	0.1753151	0.1184147	0.0880387	0.0539595	0.0399539	0.7868341	0.7376334	0.5461318	0.5185658	0.4344894	0.3945337	0.2294110	0.2149787	0.3179126	0.1434891	0.6270074	0.2585870	0.0514576	0.1772883	0.5026971	0.3956542	0.3270940	0.1833918	0.0409371	0.0259259	0.1551896	0.0808074	0.7771477	0.6049798	0.3200942	0.1836327	0.0814032	0.0201881	0.3050806	0.1139442	0.1672872	0.5544088	0.5544438	0.0350482	0.2605094	0.2472458	0.4895201	0.0525684	0.3235895	-678.711
30	1.0120556	1.0037401	0.9305204	0.5776539	0.0408155	0.0339635	0.9288229	0.9220651	0.7706858	0.4902510	0.9076566	0.4517351	0.2157124	0.1271464	0.0056397	0.3585533	0.0613365	0.3008688	0.1939545	0.1571080	0.1194377	0.0403369	0.0059834	0.7745668	0.7652122	0.5448758	0.5351504	0.4381679	0.2061375	0.1299034	0.0393544	0.2041211	0.1136100	0.4539115	0.2608232	0.1004558	0.1954236	0.5849953	0.4067342	0.3299227	0.1727646	0.0311476	0.0040428	0.1025245	0.0620358	0.7011694	0.6102115	0.3228623	0.1907190	0.0790184	0.0031375	0.2147926	0.1249233	0.2043437	0.5496555	0.5496902	0.0352458	0.2908656	0.3375829	0.4895201	0.0498166	0.4472139	-688.397
36	1.0669465	0.9939876	0.9822743	0.5797685	0.0673878	0.0339635	0.9523423	0.9177799	0.8198986	0.4404244	0.8866973	0.4616066	0.2311373	0.1403749	0.0081392	0.3593384	0.0856560	0.3205428	0.1940889	0.1538922	0.1407021	0.0767233	0.0448899	0.7745668	0.7674976	0.5669794	0.5434083	0.4567203	0.2330443	0.1268902	0.0783392	0.3630326	0.0756918	0.5783499	0.2670279	0.1221847	0.1740834	0.4610386	0.4035220	0.2080637	0.1727646	0.0226806	0.0040428	0.1025245	0.0694630	0.6836054	0.4076909	0.4100319	0.0584141	0.0528477	0.0314418	0.2976766	0.1249233	0.1874899	0.6375207	0.5650245	0.0376608	0.3277997	0.4126377	0.5051284	0.0498166	0.4712628	-560.884
42	1.1261924	1.0569548	1.0309078	0.5769324	0.0219431	0.0149098	1.0144432	0.9189981	0.8000188	0.4431805	0.9036903	0.4644952	0.3028450	0.0759559	0.0081901	0.4099948	0.0632247	0.3225487	0.2401214	0.1640289	0.1249626	0.1031632	0.0451708	0.7237009	0.6862614	0.5595990	0.4929340	0.3924556	0.3540724	0.2091936	0.0733429	0.2245113	0.0761655	0.4901157	0.2712160	0.1553765	0.1312334	0.4081345	0.3659761	0.3457741	0.1285302	0.0212585	0.0183484	0.1011396	0.0698977	0.6085183	0.3912602	0.3479168	0.1035644	0.0445779	0.0081504	0.2740793	0.1172373	0.1920649	0.5585643	0.5615107	0.0350263	0.2364001	0.4506088	0.6499558	0.0570284	0.6991182	-585.221
48	1.0378829	1.0159104	0.9992384	0.5770231	0.0359030	0.0327548	0.9823812	0.9736151	0.8204583	0.4389766	0.9292154	0.4925384	0.1958687	0.1190120	0.0057952	0.4010637	0.1138769	0.3256994	0.2192053	0.1978524	0.1339805	0.0745039	0.0303040	0.7282966	0.6682219	0.5382309	0.5148076	0.3380801	0.1905558	0.1407859	0.1250019	0.3545275	0.1107030	0.4685746	0.2718633	0.0959478	0.1043722	0.4115357	0.3840352	0.3619474	0.1442778	0.0365829	0.0150882	0.1120264	0.0172614	0.6467037	0.5021327	0.3379998	0.0705942	0.0585639	0.0081699	0.2351192	0.1283085	0.1916681	0.5685731	0.5601738	0.0388222	0.1980712	0.4072624	0.7299205	0.0599688	0.6079139	-606.120
54	1.0513836	1.0203268	0.9780598	0.5784287	0.0531252	0.0414153	0.9681906	0.8965887	0.7061010	0.4349827	0.8995765	0.4413154	0.2268709	0.1292775	0.0078294	0.3653035	0.0446602	0.3596219	0.2345416	0.1450236	0.1084623	0.0848614	0.0117675	0.7232011	0.6781459	0.5475917	0.4631427	0.3782052	0.2281386	0.1643426	0.1529054	0.4154878	0.1096958	0.4700321	0.2685378	0.0930191	0.0559238	0.5810606	0.4017913	0.3295762	0.1429652	0.0158917	0.0109861	0.1215469	0.0943838	0.6408199	0.5653455	0.1936136	0.0699519	0.0580311	0.0061785	0.1636160	0.1474237	0.1765682	0.5737935	0.6035180	0.0361347	0.1681057	0.3108935	1.0135692	0.0837428	0.4121471	-672.012
60	1.0623421	0.9742962	0.9645216	0.5784287	0.0531252	0.0387752	0.9533361	0.8650323	0.7612328	0.4349827	0.8731908	0.5052156	0.3144300	0.2043234	0.0078294	0.4018873	0.0907995	0.2843352	0.2067959	0.1485047	0.1219620	0.0974606	0.0252520	0.7232011	0.6728147	0.5285391	0.4550168	0.3520122	0.3065782	0.2095832	0.1180844	0.2951813	0.0454798	0.4243179	0.2854217	0.1648973	0.0609461	0.5085913	0.3884392	0.2479600	0.1718214	0.0494828	0.0109861	0.0866240	0.0677762	0.5809217	0.4285556	0.2259145	0.1193198	0.0442977	0.0091118	0.2084030	0.1429931	0.1765682	0.4880229	0.5643480	0.0403460	0.1128201	0.3553297	0.6470428	0.0620260	0.4121471	-669.208
66	1.0560384	0.9237931	0.9160918	0.5810050	0.0833016	0.0411767	0.8859973	0.7813846	0.7045920	0.5269866	0.8542230	0.3914028	0.1728564	0.1549900	0.0078643	0.3431898	0.0501534	0.2273915	0.1522491	0.1465242	0.0994939	0.0401095	0.0253645	0.7258027	0.7033557	0.5662263	0.5160714	0.4386995	0.2613123	0.0593504	0.0314443	0.2995157	0.1109792	0.4096627	0.2288304	0.1240080	0.0787472	0.4594118	0.4201280	0.2462204	0.1368914	0.0355955	0.0317592	0.1817588	0.0725459	0.5030785	0.3498599	0.2725836	0.1093746	0.0490584	0.0085831	0.2287812	0.1191895	0.2044441	0.5419910	0.5618456	0.0355314	0.0906919	0.3605488	0.8789704	0.0478508	0.2979585	-668.344
72	1.0432307	1.0026073	0.9194986	0.5780729	0.0772936	0.0607131	0.9166414	0.7545430	0.7030648	0.4288714	0.8523715	0.4437136	0.2761060	0.1183948	0.0028343	0.3989931	0.0784433	0.2616513	0.2079005	0.1254751	0.1067151	0.0599898	0.0237725	0.7242296	0.6867562	0.5264550	0.4973359	0.3310215	0.2223868	0.1281610	0.0901597	0.4089811	0.2599450	0.5115115	0.2501561	0.1447419	0.4066827	0.4295819	0.3757676	0.3098802	0.1222580	0.0551599	0.0368931	0.1919669	0.0595625	0.6388076	0.3491016	0.2690026	0.0661241	0.0510170	0.0005571	0.2332997	0.1140638	0.1681193	0.5502907	0.5630660	0.0371355	0.1035609	0.3398844	1.1385869	0.0655579	0.2782212	-597.282
78	1.0133521	0.9833670	0.9473086	0.5780729	0.0345018	0.0146494	0.9375927	0.8056386	0.7030648	0.4288714	0.9226337	0.4437136	0.2030191	0.1183948	0.0102851	0.3716182	0.0646629	0.2864055	0.2218256	0.1861223	0.0900485	0.0599898	0.0135523	0.7242296	0.6791564	0.4604979	0.4248007	0.3291727	0.2318247	0.1546355	0.0392458	0.4336074	0.0912307	0.3994843	0.2303271	0.0720287	0.1107601	0.4011723	0.3789824	0.2406346	0.1222580	0.0701678	0.0230360	0.1638537	0.0874997	0.7931208	0.0846967	0.2329545	0.1338024	0.0510170	0.0022382	0.2165650	0.1259220	0.1571102	0.5017593	0.6189801	0.0359673	0.1357766	0.4799366	1.1349631	0.0628788	0.4073886	-631.083
84	1.0264655	1.0158249	1.0013776	0.5767216	0.0658694	0.0286244	0.9660484	0.9094148	0.7951014	0.5015677	0.9290708	0.4291929	0.2446407	0.1372707	0.0014787	0.3633099	0.0570597	0.3038195	0.2234654	0.1572246	0.1384350	0.1063880	0.0130210	0.7401348	0.6841768	0.5281531	0.4329992	0.2869466	0.2394397	0.1058765	0.0564916	0.4377977	0.2708188	0.4904611	0.3428211	0.1083398	0.3508630	0.4672047	0.4238837	0.3957321	0.0439905	0.0302369	0.0274720	0.1791983	0.1317192	0.7803996	0.5909813	0.2804332	0.1608836	0.0413383	0.0062457	0.2335669	0.1072137	0.1559574	0.6096463	0.5548675	0.0356005	0.0833328	0.3225114	1.1349631	0.0540736	0.4795509	-609.178
90	0.9788990	0.9727694	0.9672643	0.5787255	0.0538098	0.0420673	0.9493850	0.7618301	0.6518056	0.4395733	0.9322990	0.4196362	0.2454907	0.1369375	0.0000577	0.3699643	0.0664828	0.3271957	0.1807115	0.1621337	0.1005461	0.0448987	0.0149232	0.8613875	0.8521167	0.5558802	0.4886768	0.3334753	0.2675097	0.1434275	0.0566879	0.2246143	0.0463439	0.4031506	0.1913538	0.0815629	0.2154410	0.4694026	0.4330471	0.3971072	0.0815496	0.0086661	0.0059434	0.1798210	0.0629293	0.6624335	0.4449922	0.3031947	0.1499082	0.1092529	0.0042097	0.2796712	0.1068425	0.1834567	0.6930295	0.5529462	0.0337434	0.1059993	0.3225114	1.1032957	0.0705455	0.3217596	-631.627
96	0.9837133	0.9777122	0.9324098	0.5815717	0.0520902	0.0356124	0.9316702	0.8087024	0.6647414	0.4417351	0.8858653	0.4203297	0.1363893	0.0565698	0.0041350	0.3422354	0.0413083	0.2785507	0.2164978	0.1403258	0.1273485	0.0736767	0.0388515	0.7836947	0.6916803	0.5586140	0.4924710	0.4644038	0.1704399	0.0719272	0.0569667	0.3987959	0.0842723	0.4874047	0.2668183	0.1312496	0.2165005	0.6881735	0.4081719	0.2532067	0.1379567	0.0272971	0.0019271	0.1807053	0.0694503	0.7322231	0.2646428	0.4780864	0.2330277	0.1063112	0.0173637	0.2810467	0.1063196	0.1825588	0.6508462	0.5339575	0.0375139	0.1416641	0.4333510	1.3923540	0.0975174	0.2900065	-647.790
102	0.9684543	0.9571389	0.9305429	0.5780073	0.0516769	0.0323509	0.9274422	0.8186848	0.7881258	0.4390277	0.8711309	0.4770289	0.2652449	0.1720048	0.0067856	0.3965607	0.1080692	0.2914805	0.2657785	0.1755310	0.1265680	0.0472199	0.0184728	0.7740794	0.7025772	0.5479134	0.4590227	0.3023850	0.1842841	0.1050775	0.0755026	0.3963517	0.1320680	0.5705793	0.2806057	0.0449748	0.2151736	0.5037188	0.3333917	0.3071304	0.1481919	0.0622236	0.0111787	0.1795978	0.1728847	0.6161521	0.4718033	0.3468157	0.1321582	0.0754954	0.0128313	0.3036719	0.1081294	0.1854683	0.5905896	0.6051954	0.0394166	0.1688091	0.4746600	1.0262003	0.0801970	0.1867384	-584.022
108	0.9663025	0.9576090	0.9519970	0.5769033	0.0772720	0.0287389	0.9499583	0.8696035	0.7955840	0.4979331	0.9333513	0.4632846	0.2646556	0.1716226	0.0067706	0.3701492	0.0931874	0.3035133	0.1662224	0.1213803	0.1072023	0.0401513	0.0184318	0.7334910	0.7010162	0.4916708	0.4876804	0.3769826	0.2207321	0.1700014	0.0648550	0.4163681	0.1426063	0.4710856	0.2799822	0.1134747	0.2146955	0.4469345	0.3775449	0.2720325	0.1478626	0.0569566	0.0077452	0.1791987	0.1725006	0.6147831	0.1773733	0.3841975	0.1580903	0.1254690	0.0139144	0.2745970	0.1030470	0.2076127	0.5840719	0.5515737	0.0471193	0.1777347	0.6477211	0.5790488	0.1067535	0.3177516	-607.861
114	0.9517628	0.9496932	0.9457026	0.5789337	0.0459172	0.0284902	0.9215733	0.8681036	0.5937170	0.4293556	0.8505805	0.5103140	0.2077100	0.1012023	0.0067120	0.3602458	0.1091032	0.1990080	0.1658662	0.1463257	0.1314202	0.0609460	0.0108755	0.7309222	0.6949503	0.4886861	0.4280355	0.3828254	0.1642900	0.1374613	0.0765240	0.4540152	0.0529660	0.3730676	0.2775595	0.0771407	0.1441212	0.4035260	0.3813039	0.3517904	0.1282715	0.0189343	0.0140511	0.1776481	0.1710079	0.6094634	0.5308514	0.3324006	0.1686958	0.1279991	0.0137940	0.2250559	0.1039465	0.2330669	0.6166869	0.5563882	0.0473328	0.1030916	0.7044469	0.7371922	0.1037541	0.1483951	-632.768
120	0.9612782	0.9570331	0.9505046	0.5765277	0.0649636	0.0435708	0.9397343	0.7918279	0.6892127	0.4928131	0.9210969	0.4804959	0.2428436	0.1026622	0.0011345	0.3532015	0.1520567	0.2392409	0.1545507	0.0943516	0.0910227	0.0387260	0.0108303	0.7278846	0.5879163	0.4866551	0.4288608	0.3871004	0.2617496	0.0636860	0.0630242	0.2774741	0.0694609	0.3666458	0.2356072	0.0846581	0.0560706	0.4018489	0.3269071	0.2515685	0.1308389	0.0339496	0.0028632	0.1769098	0.1702972	0.8238901	0.5312286	0.3687393	0.1750066	0.1274672	0.0068710	0.3035738	0.1043803	0.2099635	0.5626003	0.6456336	0.0457463	0.1135759	0.5893426	0.5685598	0.0894038	0.1127650	-688.075
126	0.9765255	0.9670530	0.9327350	0.5768942	0.0650506	0.0497613	0.9225712	0.7756938	0.6702731	0.4143651	0.8742645	0.4458301	0.1869874	0.1027996	0.0040054	0.3815940	0.0841483	0.3059406	0.2164138	0.1431899	0.0961135	0.0387779	0.0411267	0.7288591	0.6314771	0.4777926	0.4422108	0.3890828	0.2112192	0.1261453	0.0631086	0.3725201	0.2322247	0.3671367	0.2081310	0.1155168	0.0389321	0.3285669	0.2895170	0.2412339	0.1890939	0.0178423	0.0133164	0.0834528	0.0328072	0.6496372	0.5319398	0.2605448	0.1451595	0.1276378	0.0553138	0.2350671	0.1042407	0.2096828	0.6265928	0.6745396	0.0398032	0.1658090	0.5893426	0.6118840	0.1238548	0.1071327	-703.702
132	0.9780152	0.9744008	0.9363878	0.5777742	0.0522277	0.0216021	0.9244008	0.9143891	0.7938741	0.4408596	0.9172039	0.4289624	0.1631289	0.0873725	0.0007124	0.3086608	0.0439016	0.2567508	0.1721753	0.1352715	0.0829553	0.0424285	0.0155794	0.7225783	0.6794796	0.5022690	0.4723541	0.2909509	0.2482096	0.1067461	0.0492420	0.4211408	0.2043152	0.3525851	0.1696058	0.1272832	0.0183517	0.4864463	0.3477563	0.2789394	0.0959554	0.0200561	0.0075314	0.1518613	0.0477325	0.7737871	0.5113371	0.3430468	0.1779455	0.0633356	0.0159425	0.2589046	0.1040819	0.2032700	0.6202686	0.6735121	0.0397426	0.1553267	0.5893426	0.6118840	0.1107836	0.1548394	-652.495
138	0.9820279	0.9643866	0.9329231	0.5798594	0.0314257	0.0215536	0.9132383	0.8485697	0.7988247	0.3937990	0.8830017	0.4279998	0.1708427	0.0713975	0.0066949	0.2738799	0.0520593	0.2271677	0.1166615	0.0897705	0.0631789	0.0292721	0.0128645	0.7209568	0.6746283	0.5867591	0.4955088	0.4013261	0.2584096	0.0945276	0.0649012	0.3756781	0.1767354	0.3517939	0.1971134	0.0149886	0.0615618	0.3122785	0.2756894	0.1605345	0.1038043	0.0506088	0.0416900	0.1597242	0.0590385	0.7569673	0.6646676	0.4067541	0.0655952	0.0391943	0.0066736	0.3391025	0.1013299	0.2374448	0.5264506	0.7195507	0.0457541	0.1258176	0.4510674	0.3638749	0.1107836	0.1548394	-629.547
144	0.9521534	0.9457562	0.9249878	0.5807626	0.0354657	0.0162055	0.9217644	0.8346847	0.8043453	0.3965205	0.8890109	0.3511697	0.1991245	0.0933069	0.0067412	0.2537655	0.0522745	0.2287376	0.1041492	0.0930886	0.0698308	0.0488603	0.0327842	0.7259393	0.7015358	0.5655528	0.5515425	0.2959061	0.2148419	0.0807496	0.0606813	0.2855238	0.1574096	0.5206909	0.2090465	0.1047534	0.0466854	0.3144366	0.3019436	0.1983558	0.1045217	0.0607050	0.0110298	0.1608280	0.0363998	0.7018402	0.3172546	0.3079015	0.1024221	0.0840999	0.0085136	0.2886738	0.1067292	0.2104316	0.5814724	0.7146121	0.0480504	0.0938719	0.4510674	0.4527501	0.0929732	0.2329048	-680.844
150	0.9482526	0.9252904	0.9184322	0.5825287	0.0353605	0.0293150	0.9147265	0.8484860	0.8019611	0.3998567	0.8914863	0.4136289	0.1985343	0.0975463	0.0067212	0.3419270	0.0700718	0.2791568	0.1288703	0.1203576	0.0855302	0.0429383	0.0074584	0.7257047	0.6994564	0.5544945	0.5402321	0.4480074	0.2317186	0.2032013	0.0557470	0.1788637	0.1002624	0.4928610	0.2238991	0.0029766	0.0351301	0.3135046	0.2499760	0.1386026	0.1014609	0.0461817	0.0093791	0.0728778	0.0550195	0.7775241	0.6164653	0.3086805	0.1556185	0.0620572	0.0049329	0.2878181	0.1070465	0.1905956	0.5607152	0.7237987	0.0454241	0.0929275	0.7580916	0.3469349	0.1288215	0.1632717	-659.592
156	1.0271167	0.9244643	0.9149411	0.5799806	0.0361950	0.0144110	0.9059989	0.8065569	0.6306933	0.4518193	0.8879741	0.3672185	0.1622582	0.1075860	0.0066918	0.3132407	0.0845851	0.1644116	0.1379909	0.1125779	0.1036667	0.0427505	0.0103393	0.7225304	0.6963969	0.5305764	0.4755850	0.3732612	0.3107877	0.1670885	0.1017733	0.4190560	0.0998238	0.4269766	0.2429608	0.1082975	0.1236837	0.3640161	0.1691749	0.1331194	0.0734864	0.0290986	0.0038574	0.1323489	0.1019812	0.7303329	0.6137689	0.3284466	0.2040056	0.0780716	0.0054958	0.2771955	0.1075168	0.2150455	0.6531125	0.7440517	0.0395117	0.0916667	0.5217172	0.3616448	0.0776174	0.0780567	-680.265
162	0.9726272	0.9700485	0.9309573	0.5806078	0.0440827	0.0349365	0.9127764	0.8448417	0.6293463	0.4176572	0.8664362	0.3568665	0.2309941	0.1589225	0.0166596	0.3248804	0.0598384	0.1951582	0.1386135	0.1149352	0.0977983	0.0284108	0.0084242	0.7209873	0.6508856	0.4449229	0.4332644	0.3667358	0.3366042	0.0632467	0.0449447	0.3008241	0.0996106	0.4503578	0.3606079	0.2875643	0.1213404	0.4492118	0.2768017	0.1899799	0.1215404	0.0119727	0.0036888	0.1055874	0.1017634	0.6575182	0.2193871	0.3616001	0.1267306	0.0727031	0.0003469	0.2566261	0.1077469	0.1941519	0.5762488	0.7432482	0.0394556	0.0940031	0.5217172	0.4073715	0.0708237	0.0951335	-746.864
168	0.9726272	0.9683433	0.9334949	0.5798358	0.0191016	0.0179866	0.9080153	0.8396835	0.7081538	0.4176572	0.8836334	0.3562711	0.1974034	0.1589225	0.0095080	0.2715089	0.0862920	0.2567588	0.1207494	0.1172626	0.0977983	0.0651950	0.0007713	0.7209873	0.7128659	0.5191655	0.5144346	0.4133012	0.2496355	0.0717912	0.0476315	0.3749497	0.1714290	0.4420113	0.2905733	0.0851838	0.0572459	0.5408517	0.3683327	0.2053918	0.1863084	0.0398554	0.0036888	0.1687808	0.1192837	0.6888775	0.6135614	0.1954606	0.1586172	0.0881325	0.0062622	0.1716854	0.1077469	0.1719449	0.6127169	0.6413569	0.0440733	0.1112959	0.5297345	0.5057411	0.0708237	0.2508552	-670.867
174	0.9604464	0.9507528	0.8889015	0.5798358	0.0294062	0.0179866	0.8657679	0.8491166	0.7375855	0.4421306	0.8172371	0.4003972	0.1969141	0.1589225	0.0095080	0.2986156	0.0621249	0.2185795	0.1578504	0.1443096	0.1067345	0.0764181	0.0307297	0.7209873	0.7128659	0.5431524	0.3880459	0.3156622	0.1173798	0.0566013	0.0397284	0.4100687	0.1009975	0.3543783	0.2572370	0.1762908	0.0950145	0.4427750	0.3336524	0.3092085	0.1113533	0.0387604	0.0194838	0.1680784	0.1294519	0.6790651	0.5663258	0.3497321	0.1448997	0.0748815	0.0266761	0.2170023	0.1002122	0.1719449	0.4874166	0.6413569	0.0392977	0.1070711	0.5216038	0.3037546	0.0465388	0.2449857	-690.400
180	0.9707109	0.9255142	0.9130955	0.5835579	0.0448306	0.0294918	0.8809448	0.8303410	0.7375855	0.4421306	0.8533389	0.4842617	0.2403490	0.1314726	0.0072571	0.3551163	0.0725585	0.2691251	0.1844632	0.1489167	0.0883047	0.0583340	0.0225992	0.7209873	0.6930301	0.4999918	0.3210569	0.2588613	0.1596261	0.1193460	0.0330322	0.1449963	0.1281860	0.4959977	0.3133963	0.0545693	0.0871006	0.4163813	0.3805088	0.2458399	0.0688819	0.0361898	0.0322059	0.1583823	0.0446684	0.7068017	0.2124567	0.3497321	0.1294565	0.1002952	0.0410484	0.2416422	0.1002122	0.1948823	0.4874166	0.6413569	0.0323865	0.0844284	0.5585010	0.4969893	0.0358418	0.1636601	-748.730
186	0.9755708	0.9728672	0.8828014	0.5869548	0.0496740	0.0289442	0.8791619	0.8110062	0.6673970	0.5509985	0.8576112	0.4837858	0.2845850	0.1570885	0.0170568	0.3331433	0.0729218	0.2704725	0.2114944	0.1914033	0.1064854	0.0796198	0.0129171	0.7232117	0.6720620	0.4517282	0.3591521	0.3077285	0.2041378	0.0687652	0.0314976	0.3056637	0.1277235	0.4984810	0.2729169	0.2154867	0.0875367	0.4184659	0.3304050	0.2470707	0.1166964	0.0439062	0.0069245	0.1063338	0.0448921	0.7532955	0.2769926	0.3994191	0.0980499	0.0848890	0.0268427	0.3821977	0.0961148	0.1939114	0.5882859	0.6381619	0.0305038	0.0850008	0.4208321	0.6675798	0.0351261	0.1297625	-747.291
192	0.9755708	0.9307268	0.9041594	0.5804164	0.0294796	0.0232550	0.8822513	0.8480451	0.7468630	0.4710586	0.8576112	0.4882569	0.2685076	0.1350647	0.0069082	0.3982537	0.0698841	0.3349485	0.2426996	0.1709847	0.1562734	0.0549775	0.0225450	0.7218839	0.6802775	0.4568945	0.3643571	0.2805300	0.2590666	0.1892305	0.0514518	0.3785515	0.0771148	0.4084556	0.3325615	0.2154867	0.1463823	0.4184659	0.3519606	0.2463955	0.1104243	0.0439028	0.0207800	0.1063338	0.0544663	0.5802566	0.4037621	0.3044412	0.1498931	0.0930620	0.0313643	0.2963686	0.0984755	0.1645269	0.5714694	0.6381619	0.0362640	0.1119687	0.3735618	0.5221564	0.0595302	0.1112444	-641.279
198	1.0030536	0.9472160	0.8840544	0.5769523	0.0471150	0.0231162	0.8834352	0.8444281	0.7145505	0.3833140	0.8614777	0.4424317	0.1798561	0.1563750	0.0032806	0.3625487	0.0643962	0.3085265	0.1811795	0.1666610	0.0759739	0.0546494	0.0194007	0.7284941	0.7241676	0.5478136	0.5131688	0.3030380	0.2095219	0.1204191	0.0728234	0.3715938	0.1287448	0.4846929	0.3326420	0.1975936	0.0763544	0.4667534	0.3596830	0.3001001	0.1415169	0.0669066	0.0219544	0.0969084	0.0558618	0.7385033	0.2179612	0.4455599	0.1392625	0.0706095	0.0189788	0.3780046	0.1088266	0.1866763	0.5749006	0.6419935	0.0364818	0.0759455	0.3645162	0.4401795	0.0557991	0.1424758	-612.416
204	0.9647494	0.9363967	0.8864966	0.5800383	0.0417814	0.0353075	0.8752117	0.8003136	0.7589021	0.3831227	0.8665520	0.4160886	0.2929283	0.1639143	0.0055000	0.3068113	0.0708853	0.2336408	0.1699076	0.1489162	0.1039799	0.0498117	0.0193910	0.7284785	0.7238062	0.5681318	0.5228726	0.4130471	0.3031765	0.1767244	0.1235505	0.4844030	0.0478758	0.4584787	0.3003651	0.2912907	0.1230101	0.4304117	0.3703475	0.2495743	0.1652960	0.0221698	0.0198312	0.0829896	0.0671946	0.6410155	0.4315472	0.2727262	0.0792615	0.0671135	0.0098344	0.2543919	0.1088810	0.1506450	0.5212739	0.6423141	0.0388770	0.1090908	0.3645162	0.4178143	0.0651975	0.1392500	-642.630
210	0.9568031	0.9410299	0.9336961	0.5767268	0.0574259	0.0491190	0.8952208	0.8379011	0.7507807	0.3495924	0.8820821	0.4116359	0.2350477	0.1373828	0.0087837	0.2590577	0.0857561	0.2241751	0.1717128	0.1139582	0.0881410	0.0665716	0.0162272	0.7206827	0.7198427	0.5438601	0.5096066	0.4422174	0.3503824	0.1917074	0.1885424	0.4792192	0.1716631	0.4411040	0.2066843	0.0839305	0.1217619	0.3859891	0.3691580	0.2048318	0.1214676	0.0753313	0.0347918	0.0868005	0.0478896	0.5128166	0.3204992	0.2879840	0.1132929	0.0663953	0.0097292	0.1725534	0.1100588	0.1325052	0.4622683	0.6492621	0.0415488	0.1112853	0.2744322	0.4458133	0.0858972	0.1428455	-688.320
